,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100,val101,lab101,val102,lab102,val103,lab103,val104,lab104,val105,lab105,val106,lab106,val107,lab107,val108,lab108
222,2064,mx2c3a,TCO-Do you think father spen too much/not enough/just right time w/child?,1,,"X2C3A.     Do you think he spends too much time, not enough time, or just about",1,YES,2,NO,3,JUST RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2065,m2c6a,How often(1=Very 4=Never)does father-Watch child when mother needs to do things?,0,C6.                  Fathers can help in many different ways. Please tell me how often (FATHER),C6A.,,How often   does he look after (CHILD) when you need to do things?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2066,m2c6b,How often(1=Very 4=Never)does father-Run errands for mother?,0,C6.                  Fathers can help in many different ways. Please tell me how often (FATHER),C6B.,,How often   does he run errands for you like picking things up from the store?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2067,m2c6c,How often(1=Very 4=Never)does father-Fix/paint/maintain or improve around home?,0,C6.                  Fathers can help in many different ways. Please tell me how often (FATHER),C6C.,,"How often   does he fix things around your home, paint, or help make it look nicer in   other ways?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2068,m2c6d,"How often(1=Very 4=Never)does father-Take child to daycare, doctor, etc?",0,C6.                  Fathers can help in many different ways. Please tell me how often (FATHER),C6D.,,"How often   does he take (CHILD) places (he/she) needs to go, such as to daycare or the   doctor?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2069,m2c7,"Int Chk: When child was born, were mother and father married to each other?",0,"C7.        WHEN CHILD WAS BORN, WERE MOTHER AND FATHER MARRIED TO EACH OTHER?","C7.        WHEN CHILD WAS BORN, WERE MOTHER AND FATHER MARRIED TO EACH OTHER?",1  -->  GO TO C9,"YES, MARRIED",2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2070,m2c8a,Has father's legal paternity been established?,0,,"C8A.      Has (FATHER’S) legal paternity been established?  That is, did he sign any  document that identifies him as the legal father of (CHILD)?  Or, has the court ruled that he is the father?",1  -->  GO TO C8D,"YES, LEGAL PATERNITY",2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2071,m2c8b,Did you or anyone else want father to establish legal paternity?,0,,C8B.    Did you or anyone else want him to establish legal paternity?,1,YES,2  -->  GO TO C9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2072,m2c8c,Why wasn't paternity established?,0,,C8C.     Why wasn’t paternity established?,1,RESPONSIBILITY,2,RESPONSIBILITY,3,LEGALLY BOUND TO HER OR BABY,4,OTHER (NOT SPECIFIED),101,NO NEED,102,FATHER WASN’T AROUND,103,WAITING FOR DNA TEST,104,TECHNICAL PROBLEM,105,LACK OF TIME,106,MOTHER MARRIED TO OTHER,107,FATHER REFUSED,108,IN THE PROCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2073,m2c8d,Did you establish paternity at the hospital or through some other means?,0,,C8D.     Did you establish paternity at the hospital or through some other means?,1,HOSPITAL,0,OTHER (NOT SPECIFIED),101,THROUGH COURT,102,CHILD SUPPORT/WELFARE AGENCY,104,NOT ESTABLISHED,105,CLINIC/HEALTH DEPARTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2074,m2c8e,Who initiated the action to make him the child's legal father?,0,,"C8E.      Who initiated the action to make him (CHILD’S) legal father?  Was it you, (FATHER), both of you, or was it required by some government agency?",1,MOTHER,2,FATHER,3,BOTH MOTHER AND FATHER,4,AGENCY,5 (18 CITIES ONLY),OTHER (NOT SPECIFIED),101,HOSPITAL,102,NOT ESTABLISHED,103,OTHER FAMILY MEMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2075,m2c9,Int Chk: Are mother and father married and living together?,0,C9.     ARE MOTHER AND FATHER MARRIED AND LIVING TOGETHER?,C9.     ARE MOTHER AND FATHER MARRIED AND LIVING TOGETHER?,1  -->  GO TO C24,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2076,m2c10,Do you have legal agreement requiring father to provide financial support?,0,Next I have some questions about financial contributions (FATHER) might make to help support (CHILD).,Next I have some questions about financial contributions (FATHER) might make to help support (CHILD).,1,YES,2  -->  GO TO C19,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2077,m2c10a1,When was the legal agreement first reached?-(Month),0,Next I have some questions about financial contributions (FATHER) might make to help support (CHILD).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2078,m2c10a2,When was the legal agreement first reached?-(Year),0,Next I have some questions about financial contributions (FATHER) might make to help support (CHILD).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2079,m2c11,Int Chk: Does mother have any other children by father?,0,C11.    DOES MOTHER HAVE ANY OTHER CHILDREN BY FATHER?,C11.    DOES MOTHER HAVE ANY OTHER CHILDREN BY FATHER?,1,"YES, MORE THAN ONE",2  -->  GO TO C12,"NO, JUST FOCUS CHILD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2080,m2c11a,"Is legal agreement just for this child, or for any others as well?",0,C11.    DOES MOTHER HAVE ANY OTHER CHILDREN BY FATHER?,C11A.  Is your legal agreement just for (CHILD) or is it for (any of) your other child(ren) as well?,1,JUST FOR CHILD,2,FOR OTHER CHILDREN AS WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2081,m2c12,How much are the payments supposed to be per month?-($ Amount),0,C12.       How much are the payments supposed to be per month?,C12.       How much are the payments supposed to be per month?,1,WEEK,2,EVERY 2 WEEKS,3,MONTH,4,OTHER (NOT SPECIFIED),101,PER 3 WEEKS,102,NO PAYMENT REQUIRED,103,WHATEVER HE CAN AFFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2082,m2c12p,How often are these payments made to you?,0,C12.       How much are the payments supposed to be per month?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2083,m2c13,Int Chk: Do mother and father live together?,0,C13.       DO MOTHER AND FATHER LIVE TOGETHER?,C13.       DO MOTHER AND FATHER LIVE TOGETHER?,1  -->  GO TO C15,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2084,m2c14,Where are payments supposed to be received from?,0,"C14.                     Are payments supposed to be received directly from (FATHER), from the court from a welfare or child support agency, or from some other source?","C14.                     Are payments supposed to be received directly from (FATHER), from the court from a welfare or child support agency, or from some other source?",1,FATHER,2,COURT,3,AGENCY,4,OTHER (NOT SPECIFIED),101,FATHER’S PAYCHECK,102,CHILD SUPPORT,103,STILL PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2085,m2c15,How often does father pay on time?,0,C15.       How often does (FATHER) pay on time?  Is it . . .,C15.       How often does (FATHER) pay on time?  Is it . . .,1,"All of the time,",2,"More than half of the time,",3,"About half the time,",4,"Less than half the time, or",5,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2086,m2c15a,How much of the agreed on child support has father paid since (Date in C10A)?,0,C15.       How often does (FATHER) pay on time?  Is it . . .,C15A.  About how much of this legally agreed upon child support has (FATHER) actually paid since (DATE IN C10A)?,-15  -->  GO TO C17,AGREED UPON,0  -->  GO TO C16,NONE,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2087,m2c15a1,Range of payment?-(Dollar ranges),0,C15.       How often does (FATHER) pay on time?  Is it . . .,C15A1.   I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",201,Less than $500,202,"$500 to $1,000",203,"$1,001 to $5,000",204,"$5,001 to $10,000",205,"More than $10,000",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2088,m2c16,Does father owe child support/birthing costs to you/welfare department?,0,"C16.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?","C16.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",1,YES,2  -->  GO TO C17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2089,m2c16a,What is the amount of arrears?-($ Amount),0,"C16.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",C16A.     What is the amount of the arrears?,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2090,m2c16a1,Range of amount owed?-(Dollar range),0,"C16.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",C16A1.   I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2091,m2c17,Int Chk: Do mother and father live together?,0,C17.        DO MOTHER AND FATHER LIVE TOGETHER?,C17.        DO MOTHER AND FATHER LIVE TOGETHER?,1  -->  GO TO C24,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2092,m2c18,Does support agreement specify anything re:visits between father and child?,0,es the child support agreement specify anything about visits between (CHILD) and (FATHER)?,es the child support agreement specify anything about visits between (CHILD) and (FATHER)?,1,YES,2  -->  GO TO C22,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2093,m2c18a,How many days/month is child supposed to spend with father?-(Number),0,es the child support agreement specify anything about visits between (CHILD) and (FATHER)?,C18A.      How many days per month is (CHILD) supposed to spend with                       (FATHER)?,-10,OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2094,m2c19,Int Chk: Do mother and father live together all or most of the time?,0,C19.     DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME? (A7A=1),C19.     DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME? (A7A=1),1  -->  GO TO C24,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2095,m2c19a,Do you have informal financial support agreement with father?,0,C19.     DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME? (A7A=1),"C19A.         Do you have an informal agreement, or an understanding, not spelled out in a legal document that (FATHER) will provide financial support to you?",1,YES,2  -->  GO TO C21,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2096,m2c20,How much has he agreed to give you each month?-($ Amount),0,C20.      How much has he agreed to give you each month?,C20.      How much has he agreed to give you each month?,1,WEEK,2,EVERY 2 WEEKS,3,MONTH,4,OTHER (NOT SPECIFIED),101,PER YEAR,102,DIDN’T PAY,-10,GIVES WHAT HE CAN,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2097,m2c20a,How often does father give you money when he's supposed to?,0,C20.      How much has he agreed to give you each month?,C20A.     How often does (FATHER) give you this money when he is supposed to?,1,"All of the time,",2,"More than half of the time,",3,"About half the time,",4,"Less than half the time, or",5,Never?,-10,GIVES WHEN HE CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2098,m2c20b,How much have you received from father since informal agreement was reached?,0,C20.      How much has he agreed to give you each month?,C20B.     About how much have you received in total from (FATHER) in child support payments since your informal agreement was reached?,-15  -->  GO TO C22,AGREED UPON,0  -->  GO TO C22,NONE,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2099,m2c20b1,Range of amount received?-($ Amount),0,C20.      How much has he agreed to give you each month?,C20B1.  I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON=T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2100,m2c20p,Per what time period did he agree to pay this sum?,0,C20.      How much has he agreed to give you each month?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
